SUBJECT;LABEL;DICE;HDRFDST
117122;Amygdala;0.34563456345634563;14.89966442575134
117122;GreyMatter;0.38377772407224253;4.0
117122;Hippocampus;0.3903425042111173;17.916472867168917
117122;Thalamus;0.6908983925753563;19.05255888325765
117122;WhiteMatter;0.6899273666218777;4.58257569495584
118528;Amygdala;0.38313730057063;14.866068747318506
118528;GreyMatter;0.41749643480732995;3.1622776601683795
118528;Hippocampus;0.4117580297355578;16.1245154965971
118528;Thalamus;0.6483204580793247;34.942810419312295
118528;WhiteMatter;0.5454914250182908;5.916079783099616
118730;Amygdala;0.3582605356628588;13.152946437965905
118730;GreyMatter;0.38642206928972117;3.7416573867739413
118730;Hippocampus;0.30878048780487805;17.26267650163207
118730;Thalamus;0.6686445971267958;17.578395831246947
118730;WhiteMatter;0.721365780773735;3.7416573867739413
118932;Amygdala;0.35452346395742623;17.029386365926403
118932;GreyMatter;0.42372640685075147;3.4641016151377544
118932;Hippocampus;0.34429148688446;21.77154105707724
118932;Thalamus;0.7125060504929559;17.4928556845359
118932;WhiteMatter;0.6742628092118693;4.242640687119285
120111;Amygdala;0.38720244594889713;11.180339887498949
120111;GreyMatter;0.3910399755774462;3.1622776601683795
120111;Hippocampus;0.40302018515708;12.68857754044952
120111;Thalamus;0.6296697216809796;20.346989949375804
120111;WhiteMatter;0.6625551182486507;4.242640687119285
122317;Amygdala;0.4651744404151557;15.066519173319364
122317;GreyMatter;0.43106261626440706;3.1622776601683795
122317;Hippocampus;0.39279375221867235;17.832554500127006
122317;Thalamus;0.7024805022946757;16.881943016134134
122317;WhiteMatter;0.62343368083164;5.656854249492381
122620;Amygdala;0.40917822838847384;14.317821063276353
122620;GreyMatter;0.41640716533438776;4.242640687119285
122620;Hippocampus;0.37155119558553035;18.24828759089466
122620;Thalamus;0.6892716182274847;17.4928556845359
122620;WhiteMatter;0.6855007827037245;4.47213595499958
123117;Amygdala;0.3179869524697111;27.09243436828813
123117;GreyMatter;0.3698069997427616;8.54400374531753
123117;Hippocampus;0.30956122325637614;35.2845575287547
123117;Thalamus;0.6431314142095832;32.09361307176243
123117;WhiteMatter;0.7487486743716353;6.0
123925;Amygdala;0.40599073375713823;13.19090595827292
123925;GreyMatter;0.3909820238775122;3.7416573867739413
123925;Hippocampus;0.3784771003090756;17.029386365926403
123925;Thalamus;0.6980135299882868;21.213203435596427
123925;WhiteMatter;0.6857610240950339;4.58257569495584
124422;Amygdala;0.5321799307958478;12.529964086141668
124422;GreyMatter;0.397789295366552;3.4641016151377544
124422;Hippocampus;0.43022391142691896;13.038404810405298
124422;Thalamus;0.7144982202624449;26.589471600616662
124422;WhiteMatter;0.5591040961315995;5.830951894845301
