SUBJECT;LABEL;DICE;HDRFDST
117122;Amygdala;0.38881154284267816;21.61018278497431
117122;GreyMatter;0.4221962646753631;3.605551275463989
117122;Hippocampus;0.4412447348061549;17.08800749063506
117122;Thalamus;0.6906196213425129;31.25699921617557
117122;WhiteMatter;0.6249222976167246;5.385164807134504
118528;Amygdala;0.37390012569992;15.652475842498529
118528;GreyMatter;0.4073963930566136;3.7416573867739413
118528;Hippocampus;0.37102734663710274;20.71231517720798
118528;Thalamus;0.6449912547619618;25.019992006393608
118528;WhiteMatter;0.6221122917454547;5.385164807134504
118730;Amygdala;0.39685574676014446;21.400934559032695
118730;GreyMatter;0.3898094670776031;4.123105625617661
118730;Hippocampus;0.32050349473417883;20.0
118730;Thalamus;0.6467351707157752;23.259406699226016
118730;WhiteMatter;0.705581154536383;5.0990195135927845
118932;Amygdala;0.4259825841374441;21.93171219946131
118932;GreyMatter;0.4345150529786901;3.1622776601683795
118932;Hippocampus;0.3559188919034699;25.317977802344327
118932;Thalamus;0.6965513829102964;28.653097563788805
118932;WhiteMatter;0.6471018138173349;5.385164807134504
120111;Amygdala;0.3909297052154195;14.45683229480096
120111;GreyMatter;0.36612084894185837;4.123105625617661
120111;Hippocampus;0.3710441935034156;21.77154105707724
120111;Thalamus;0.6232387751268081;29.274562336608895
120111;WhiteMatter;0.7162877514160242;4.47213595499958
122317;Amygdala;0.4620784756174;20.591260281974
122317;GreyMatter;0.4267289035894424;3.605551275463989
122317;Hippocampus;0.3854829508052837;22.20360331117452
122317;Thalamus;0.6813438951106255;32.526911934581186
122317;WhiteMatter;0.659074583047036;5.656854249492381
122620;Amygdala;0.42604433077578857;23.08679276123039
122620;GreyMatter;0.4149918949394085;5.385164807134504
122620;Hippocampus;0.3415905309095476;26.0
122620;Thalamus;0.6806150105119178;22.737634001804146
122620;WhiteMatter;0.6918297340670275;5.744562646538029
123117;Amygdala;0.3956959389101007;21.095023109728988
123117;GreyMatter;0.41772020288014033;3.605551275463989
123117;Hippocampus;0.37349693251533744;18.894443627691185
123117;Thalamus;0.6694570851483221;22.47220505424423
123117;WhiteMatter;0.6842725928878702;5.0990195135927845
123925;Amygdala;0.4234203684864926;19.949937343260004
123925;GreyMatter;0.39187243179417763;4.123105625617661
123925;Hippocampus;0.34578806537928364;22.20360331117452
123925;Thalamus;0.7056219779162357;28.982753492378876
123925;WhiteMatter;0.6537806889604019;5.477225575051661
124422;Amygdala;0.457885922569205;18.0
124422;GreyMatter;0.4030188679245283;4.0
124422;Hippocampus;0.3526840414610723;21.840329667841555
124422;Thalamus;0.7285589899869395;20.049937655763422
124422;WhiteMatter;0.6508593139269921;5.0990195135927845
