SUBJECT;LABEL;DICE;HDRFDST
117122;Amygdala;0.06105926226498947;77.46612162745726
117122;GreyMatter;0.3572939882667291;7.810249675906654
117122;Hippocampus;0.11473558103713846;34.058772731852805
117122;Thalamus;0.18709853233152957;47.59201613716318
117122;WhiteMatter;0.6787019372229657;8.06225774829855
117122-PP;Amygdala;0.06105926226498947;77.46612162745726
117122-PP;GreyMatter;0.3572939882667291;7.810249675906654
117122-PP;Hippocampus;0.11473558103713846;34.058772731852805
117122-PP;Thalamus;0.18709853233152957;47.59201613716318
117122-PP;WhiteMatter;0.6787019372229657;8.06225774829855
118528;Amygdala;0.05369179216577437;75.71657678474378
118528;GreyMatter;0.35580520348450917;6.557438524302
118528;Hippocampus;0.1056605293093208;33.97057550292606
118528;Thalamus;0.1801207774141411;48.63126566315131
118528;WhiteMatter;0.6827297760060836;8.0
118528-PP;Amygdala;0.05369179216577437;75.71657678474378
118528-PP;GreyMatter;0.35580520348450917;6.557438524302
118528-PP;Hippocampus;0.1056605293093208;33.97057550292606
118528-PP;Thalamus;0.1801207774141411;48.63126566315131
118528-PP;WhiteMatter;0.6827297760060836;8.0
118730;Amygdala;0.06187027429036885;77.110310594628
118730;GreyMatter;0.3754075762919282;5.916079783099616
118730;Hippocampus;0.09898978867471195;36.27671429443411
118730;Thalamus;0.20435409239171662;48.590122453025366
118730;WhiteMatter;0.6538375285156401;8.246211251235321
118730-PP;Amygdala;0.06187027429036885;77.110310594628
118730-PP;GreyMatter;0.3754075762919282;5.916079783099616
118730-PP;Hippocampus;0.09898978867471195;36.27671429443411
118730-PP;Thalamus;0.20435409239171662;48.590122453025366
118730-PP;WhiteMatter;0.6538375285156401;8.246211251235321
118932;Amygdala;0.06361556064073226;77.10382610480494
118932;GreyMatter;0.3896778417706794;8.06225774829855
118932;Hippocampus;0.10352316860496218;34.95711658589707
118932;Thalamus;0.18353997363458874;46.75467891024384
118932;WhiteMatter;0.7054822581724397;8.0
118932-PP;Amygdala;0.06361556064073226;77.10382610480494
118932-PP;GreyMatter;0.3896778417706794;8.06225774829855
118932-PP;Hippocampus;0.10352316860496218;34.95711658589707
118932-PP;Thalamus;0.18353997363458874;46.75467891024384
118932-PP;WhiteMatter;0.7054822581724397;8.0
120111;Amygdala;0.057206062134942656;75.1065909225016
120111;GreyMatter;0.3395058704590579;7.14142842854285
120111;Hippocampus;0.11617896333303596;34.132096331752024
120111;Thalamus;0.19917741881986137;47.4236228055175
120111;WhiteMatter;0.7174263833647337;8.0
120111-PP;Amygdala;0.057206062134942656;75.1065909225016
120111-PP;GreyMatter;0.3395058704590579;7.14142842854285
120111-PP;Hippocampus;0.11617896333303596;34.132096331752024
120111-PP;Thalamus;0.19917741881986137;47.4236228055175
120111-PP;WhiteMatter;0.7174263833647337;8.0
122317;Amygdala;0.06905010858199952;76.68115805072325
122317;GreyMatter;0.392823260340434;6.708203932499369
122317;Hippocampus;0.10450258053034348;32.09361307176243
122317;Thalamus;0.18318235040364825;49.05099387372289
122317;WhiteMatter;0.6938476117580595;9.0
122317-PP;Amygdala;0.06905010858199952;76.68115805072325
122317-PP;GreyMatter;0.392823260340434;6.708203932499369
122317-PP;Hippocampus;0.10450258053034348;32.09361307176243
122317-PP;Thalamus;0.18318235040364825;49.05099387372289
122317-PP;WhiteMatter;0.6938476117580595;9.0
122620;Amygdala;0.06596569323458307;77.1686464828819
122620;GreyMatter;0.3961112657658622;8.12403840463596
122620;Hippocampus;0.1013203769020441;35.749125863438955
122620;Thalamus;0.1959367506966496;47.43416490252569
122620;WhiteMatter;0.6448207820557197;8.602325267042627
122620-PP;Amygdala;0.06596569323458307;77.1686464828819
122620-PP;GreyMatter;0.3961112657658622;8.12403840463596
122620-PP;Hippocampus;0.1013203769020441;35.749125863438955
122620-PP;Thalamus;0.1959367506966496;47.43416490252569
122620-PP;WhiteMatter;0.6448207820557197;8.602325267042627
123117;Amygdala;0.06052933496854848;79.42921376924235
123117;GreyMatter;0.37032363178552913;8.602325267042627
123117;Hippocampus;0.10942807113773971;33.25657829663178
123117;Thalamus;0.19002044989775052;48.38388161361178
123117;WhiteMatter;0.7264344970041067;8.0
123117-PP;Amygdala;0.06052933496854848;79.42921376924235
123117-PP;GreyMatter;0.37032363178552913;8.602325267042627
123117-PP;Hippocampus;0.10942807113773971;33.25657829663178
123117-PP;Thalamus;0.19002044989775052;48.38388161361178
123117-PP;WhiteMatter;0.7264344970041067;8.0
123925;Amygdala;0.07010540759683154;79.02531240052139
123925;GreyMatter;0.35194309555930114;8.246211251235321
123925;Hippocampus;0.11917046480270123;31.448370387032774
123925;Thalamus;0.21900689036508883;46.314144707637645
123925;WhiteMatter;0.693370069442492;8.0
123925-PP;Amygdala;0.07010540759683154;79.02531240052139
123925-PP;GreyMatter;0.35194309555930114;8.246211251235321
123925-PP;Hippocampus;0.11917046480270123;31.448370387032774
123925-PP;Thalamus;0.21900689036508883;46.314144707637645
123925-PP;WhiteMatter;0.693370069442492;8.0
124422;Amygdala;0.08350469028455046;77.25930364687478
124422;GreyMatter;0.36215780403474496;7.211102550927978
124422;Hippocampus;0.11983979540135595;33.015148038438355
124422;Thalamus;0.2122460231234494;46.54030511288038
124422;WhiteMatter;0.6206856805119735;8.0
124422-PP;Amygdala;0.08350469028455046;77.25930364687478
124422-PP;GreyMatter;0.36215780403474496;7.211102550927978
124422-PP;Hippocampus;0.11983979540135595;33.015148038438355
124422-PP;Thalamus;0.2122460231234494;46.54030511288038
124422-PP;WhiteMatter;0.6206856805119735;8.0
